uuid,title,commodity_code,latitude,longitude,wkt_point,categories,description,url,General Information > Commodity Type,General Information > Mine Name(Ore Deposit Name),General Information > Country,General Information > Location Name,General Information > Company Name,General Information > License Type,General Information > Status,Geology(Country Rock) > Geotectonics,Geology(Country Rock) > Stratum Name,Geology(Country Rock) > Lithology,Geology(Country Rock) > Age,Metallogenic Belt Name > Metallogenic Belt Name,Related Igneous Rock > Type of Related Igneous Rock,Related Igneous Rock > Age of Related Igneous Rock,Ore Deposit > Type of Ore Deposit,Ore Deposit > Ore Body Type,Ore Deposit > Main Ore Deposit,Ore Deposit > Minor Ore Deposit,Ore Deposit > Main Mineral,Ore Deposit > Minor Mineral,Ore Deposit > Mineralizaed Age,Ore Deposit > Alteration Properties,Ore Deposit > Resources,Ore Deposit > Grade of Resources,File Data > Type of Map & Report,File Data > Content Type,File Data > Title,File Data > Publishing Agency,File Data > Publication Year,URL Reference > URL,URL Reference > URL Type,Security Level > Security Level,License & Copyright > Public settings,License & Copyright > CC License,License & Copyright > Copyright,License & Copyright > Data Registrant,License & Copyright > Registration Date,URL Reference > URL Description,Ore Deposit > Ore Body Scale(Depth),Comments > Comments,License & Copyright > Phrases used in citation,Ore Deposit > Ore Body Direction,Ore Deposit > Reserves,Ore Deposit > Grade of Reserves,Ore Deposit > Ore Body Scale(Length),Ore Deposit > Ore Body Scale(Width),File Data > Data File,File Data > File Public setting
68f2a9f9-cdbf-476b-812e-62dfcb88be3b,[Clay] Van Du Clay - KV3,015,20.134,105.724,POINT (105.724 20.134),Critical Mineral Resources Data | ASEAN-CMR-2025-006351 | VN-001581,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/68f2a9f9-cdbf-476b-812e-62dfcb88be3b,Clay,Van Du Clay - KV3,Vietnam,"Thanh Van, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,139154 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
9e09348a-fff9-4c86-ad42-e70b71abf270,[Clay] Van Du Clay - KV2,015,20.136,105.723,POINT (105.723 20.136),Critical Mineral Resources Data | ASEAN-CMR-2025-006350 | VN-001580,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/9e09348a-fff9-4c86-ad42-e70b71abf270,Clay,Van Du Clay - KV2,Vietnam,"Thanh Van, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,139154 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
fb8d5444-5576-4313-a7cf-1c51b22c603d,[Clay] Van Du Clay - KV1,015,20.137,105.722,POINT (105.722 20.137),Critical Mineral Resources Data | ASEAN-CMR-2025-006349 | VN-001579,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/fb8d5444-5576-4313-a7cf-1c51b22c603d,Clay,Van Du Clay - KV1,Vietnam,"Thanh Van, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,139154 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
d3cd27eb-ea66-4ff5-8643-c9c92ab82feb,[Clay] Thanh An Thanh Truc Clay - KV3,015,20.116,105.727,POINT (105.727 20.116),Critical Mineral Resources Data | ASEAN-CMR-2025-006348 | VN-001578,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/d3cd27eb-ea66-4ff5-8643-c9c92ab82feb,Clay,Thanh An Thanh Truc Clay - KV3,Vietnam,"Thanh An, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,226958 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
c4c50fd5-2e67-4c44-9a6d-41b7041873d9,[Clay] Thanh Tho Thanh Tien Clay - KV1,015,20.122,105.721,POINT (105.721 20.122),Critical Mineral Resources Data | ASEAN-CMR-2025-006347 | VN-001577,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/c4c50fd5-2e67-4c44-9a6d-41b7041873d9,Clay,Thanh Tho Thanh Tien Clay - KV1,Vietnam,"Thanh Tho, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,186702 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
7df89545-dd69-4433-8b62-7083a7a40ca4,"[Clay] Van Du Clay, Thanh Tam, Thanh Tien - KV3",015,20.109,105.756,POINT (105.756 20.109),Critical Mineral Resources Data | ASEAN-CMR-2025-006346 | VN-001576,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/7df89545-dd69-4433-8b62-7083a7a40ca4,Clay,"Van Du Clay, Thanh Tam, Thanh Tien - KV3",Vietnam,"Thanh Tam, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,217858 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
8ce7af0e-1e41-4eb7-bbad-f90696ea40f3,"[Clay] Van Du Clay, Thanh Tam, Thanh Tien - KV2",015,20.114,105.771,POINT (105.771 20.114),Critical Mineral Resources Data | ASEAN-CMR-2025-006345 | VN-001575,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/8ce7af0e-1e41-4eb7-bbad-f90696ea40f3,Clay,"Van Du Clay, Thanh Tam, Thanh Tien - KV2",Vietnam,"Thanh Tam, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"VÜnh Phóc Formation (m): yellow sand, silt, motley lateritized clay. Bearing Corbula sp., Turritella sp., Streblus sp., Elphidium sp.. 5-18m thick.",,,,,,,,,,,,,217858 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
866d0c73-805d-49eb-8798-60538b3dd117,[Clay] Thanh Tho Thanh Tien Clay - KV2,015,20.096,105.683,POINT (105.683 20.096),Critical Mineral Resources Data | ASEAN-CMR-2025-006344 | VN-001574,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/866d0c73-805d-49eb-8798-60538b3dd117,Clay,Thanh Tho Thanh Tien Clay - KV2,Vietnam,"Thanh Tien, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"Yªn DuyÖt Formation: sandstone, siltstone, clay shale. lenses of coal and allite iron ores, cherty limestone. Bearing Codonofusiella sp., Giganiopteris sp.. 100 thick.",,,,,,,,,,,,,186702 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
86e86e6b-2db8-45ae-9fbe-6c6be7a9f2d5,"[Clay] Van Du Clay, Thanh Tam, Thanh Tien - KV1",015,20.126,105.746,POINT (105.746 20.126),Critical Mineral Resources Data | ASEAN-CMR-2025-006343 | VN-001573,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/86e86e6b-2db8-45ae-9fbe-6c6be7a9f2d5,Clay,"Van Du Clay, Thanh Tam, Thanh Tien - KV1",Vietnam,"Thanh Tam, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"Cß Nßi Formation: sandstone, tuffaceous siltstone, clay shale, marl, nodular clayey limestone. Bearing Claraia aurita, C. vietnamica, Unionites fassaensis, Entolium discites microtis. 770m thick.",,,,,,,,,,,,,217858 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
082ae90b-3982-4dd4-934d-0ee7c7ddcd8f,[Clay] Thanh An Thanh Truc Clay - KV2,015,20.12,105.727,POINT (105.727 20.12),Critical Mineral Resources Data | ASEAN-CMR-2025-006342 | VN-001572,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/082ae90b-3982-4dd4-934d-0ee7c7ddcd8f,Clay,Thanh An Thanh Truc Clay - KV2,Vietnam,"Thanh An, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,226958 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
77fa6352-bdbe-4a9d-8ce5-ac5d360c56c6,[Clay] Thanh An Thanh Truc Clay - KV1,015,20.171,105.665,POINT (105.665 20.171),Critical Mineral Resources Data | ASEAN-CMR-2025-006341 | VN-001571,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/77fa6352-bdbe-4a9d-8ce5-ac5d360c56c6,Clay,Thanh An Thanh Truc Clay - KV1,Vietnam,"Thanh Truc, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,226958 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
c1a5514b-7a29-47c0-8f67-3b8ffa70410a,"[Clay] Thanh Tan Clay, Thanh Truc - KV4",015,20.165,105.677,POINT (105.677 20.165),Critical Mineral Resources Data | ASEAN-CMR-2025-006340 | VN-001570,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/c1a5514b-7a29-47c0-8f67-3b8ffa70410a,Clay,"Thanh Tan Clay, Thanh Truc - KV4",Vietnam,"Thanh Tan, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,484123 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
36665660-f62a-4cfa-894d-17d1818eba6a,"[Clay] Thanh Tan Clay, Thanh Truc - KV3",015,20.167,105.677,POINT (105.677 20.167),Critical Mineral Resources Data | ASEAN-CMR-2025-006339 | VN-001569,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/36665660-f62a-4cfa-894d-17d1818eba6a,Clay,"Thanh Tan Clay, Thanh Truc - KV3",Vietnam,"Thanh Tan, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,484123 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
c771991b-0655-4be3-951e-82974d8b79f4,"[Clay] Jackie Chan Clay, Thanh Tien - KV2",015,20.088,105.697,POINT (105.697 20.088),Critical Mineral Resources Data | ASEAN-CMR-2025-006338 | VN-001568,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/c771991b-0655-4be3-951e-82974d8b79f4,Clay,"Jackie Chan Clay, Thanh Tien - KV2",Vietnam,"Jackie Chan, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,169413 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
ceabdc5b-c162-4679-94bf-59ce36763865,"[Clay] Thanh Tan Clay, Thanh Truc - KV1",015,20.169,105.68,POINT (105.68 20.169),Critical Mineral Resources Data | ASEAN-CMR-2025-006337 | VN-001567,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/ceabdc5b-c162-4679-94bf-59ce36763865,Clay,"Thanh Tan Clay, Thanh Truc - KV1",Vietnam,"Thanh Tan, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"Yªn DuyÖt Formation: sandstone, siltstone, clay shale. lenses of coal and allite iron ores, cherty limestone. Bearing Codonofusiella sp., Giganiopteris sp.. 100 thick.",,,,,,,,,,,,,484123 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
841178de-afcf-4631-8cae-f5cab0a6aba4,"[Clay] Thanh Tan Clay, Thanh Truc - KV2",015,20.171,105.677,POINT (105.677 20.171),Critical Mineral Resources Data | ASEAN-CMR-2025-006336 | VN-001566,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/841178de-afcf-4631-8cae-f5cab0a6aba4,Clay,"Thanh Tan Clay, Thanh Truc - KV2",Vietnam,"Thanh Tan, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"Yªn DuyÖt Formation: sandstone, siltstone, clay shale. lenses of coal and allite iron ores, cherty limestone. Bearing Codonofusiella sp., Giganiopteris sp.. 100 thick.",,,,,,,,,,,,,484123 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
162637dd-f4cf-4902-b819-0aff87867546,"[Clay] Thanh Tan Clay, Thanh Truc - KV5",015,20.182,105.651,POINT (105.651 20.182),Critical Mineral Resources Data | ASEAN-CMR-2025-006335 | VN-001565,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/162637dd-f4cf-4902-b819-0aff87867546,Clay,"Thanh Tan Clay, Thanh Truc - KV5",Vietnam,"Thanh Truc, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"Yªn DuyÖt Formation: sandstone, siltstone, clay shale. lenses of coal and allite iron ores, cherty limestone. Bearing Codonofusiella sp., Giganiopteris sp.. 100 thick.",,,,,,,,,,,,,484123 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
84a214f5-a26c-4a74-ac26-69173c27fffb,"[Clay] Jackie Chan Clay, Thanh Tien - KV3",015,20.095,105.681,POINT (105.681 20.095),Critical Mineral Resources Data | ASEAN-CMR-2025-006334 | VN-001564,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/84a214f5-a26c-4a74-ac26-69173c27fffb,Clay,"Jackie Chan Clay, Thanh Tien - KV3",Vietnam,"Thanh Tien, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"Cß Nßi Formation: sandstone, tuffaceous siltstone, clay shale, marl, nodular clayey limestone. Bearing Claraia aurita, C. vietnamica, Unionites fassaensis, Entolium discites microtis. 770m thick.",,,,,,,,,,,,,169413 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
820ed971-4276-4992-acc0-b998e9c4466a,"[Clay] Thanh Tho Clay, Thach Thanh - 01 - KV3",015,20.12,105.725,POINT (105.725 20.12),Critical Mineral Resources Data | ASEAN-CMR-2025-006333 | VN-001563,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/820ed971-4276-4992-acc0-b998e9c4466a,Clay,"Thanh Tho Clay, Thach Thanh - 01 - KV3",Vietnam,"Thanh An, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,315532 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
b8ecdeb1-892d-463d-ad94-5d02aed8ec17,"[Clay] Thanh Tho Clay, Thach Thanh - 01 - KV2",015,20.121,105.723,POINT (105.723 20.121),Critical Mineral Resources Data | ASEAN-CMR-2025-006332 | VN-001562,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/b8ecdeb1-892d-463d-ad94-5d02aed8ec17,Clay,"Thanh Tho Clay, Thach Thanh - 01 - KV2",Vietnam,"Thanh Tho, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,315532 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
d952ac12-5617-47a8-aadf-09c3c0fb22b8,"[Clay] Thanh Tho Clay, Thach Thanh - 01 - KV1",015,20.122,105.721,POINT (105.721 20.122),Critical Mineral Resources Data | ASEAN-CMR-2025-006331 | VN-001561,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/d952ac12-5617-47a8-aadf-09c3c0fb22b8,Clay,"Thanh Tho Clay, Thach Thanh - 01 - KV1",Vietnam,"Thanh Tho, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,315532 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
